Title,Artist,ConstituentID,ArtistBio,Ethnicity,Nationality,Gender,Medium,CreditLine,Classification,Department,DateAcquired,URL,ImageURL
Untitled,Jacob El Hanani,1710,"(Israeli, born 1947)",Israeli,(Israeli),(male),Ink on paper,Gift of Mr. and Mrs. George M. Jaffin,Drawing,Drawings & Prints,1979-10-04,https://www.moma.org/collection/works/38273,https://www.moma.org/media/W1siZiIsIjk1NjA0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=dc185fcca6431916
Untitled,Jacob El Hanani,1710,"(Israeli, born 1947)",Israeli,(Israeli),(male),Ink on paper,Gift of Mr. and Mrs. George M. Jaffin,Drawing,Drawings & Prints,1979-10-04,https://www.moma.org/collection/works/38275,https://www.moma.org/media/W1siZiIsIjEwMDk2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8a191810a3b9be72
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Acquired through the generosity of Lily Auchincloss,Photograph,Photography,1991-06-20,https://www.moma.org/collection/works/48477,https://www.moma.org/media/W1siZiIsIjM5OTI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0433602062152b92
Iron,Yoram Lehman,3463,"(Israeli, born 1939)",Israeli,(Israeli),(male),Gelatin silver print,Gift of the artist,Photograph,Photography,1975-05-14,https://www.moma.org/collection/works/48603,https://www.moma.org/media/W1siZiIsIjIxMzM4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1f937f503ccf4470
Iron,Yoram Lehman,3463,"(Israeli, born 1939)",Israeli,(Israeli),(male),Gelatin silver print,Gift of the artist,Photograph,Photography,1975-05-14,https://www.moma.org/collection/works/48621,https://www.moma.org/media/W1siZiIsIjIxMzM4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4bafa7f6232994a3
Broom,Yoram Lehman,3463,"(Israeli, born 1939)",Israeli,(Israeli),(male),Gelatin silver print,Gift of the artist,Photograph,Photography,1975-05-14,https://www.moma.org/collection/works/48639,https://www.moma.org/media/W1siZiIsIjIxMzM5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5cba066a875fd0ad
"Artillery Barrage, Suez Canal",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1998",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56323,https://www.moma.org/media/W1siZiIsIjI2MTM0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9cd522f7bedb508e
"Egyptian Prisoners of War, Sinai Campaign",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1998",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56325,https://www.moma.org/media/W1siZiIsIjI2MTM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=83474b1e02caf236
"Egyptian Prisoners, Suez Canal",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1998",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56327,https://www.moma.org/media/W1siZiIsIjI2MTM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d12e894b47c249c9
"Palestinian Informers, West Bank",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1985",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56329,https://www.moma.org/media/W1siZiIsIjI2MTM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=07cc51ea5290c8e0
"Prisoners of War, Golan Heights",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1998",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56331,https://www.moma.org/media/W1siZiIsIjI2MTM0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3de51893e9ca24be
"Protest Demonstration, Mea Shearim, Jerusalem",Micha Bar-Am,8186,"(Israeli, born 1930)",Israeli,(Israeli),(male),"Gelatin silver print, printed 1998",Gift of Sanford and Lisa Ehrenkranz,Photograph,Photography,1998-12-10,https://www.moma.org/collection/works/56333,https://www.moma.org/media/W1siZiIsIjI2MTM0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dbc17eba5a2dc247
Landscape with Red Trees,Menashe Kadishman,2961,"(Israeli, 1932–2015)",Israeli,(Israeli),(male),Screenprint,Walter Bareiss Fund,Print,Drawings & Prints,1975-01-07,https://www.moma.org/collection/works/59768,
Landscape with Yellow Trees,Menashe Kadishman,2961,"(Israeli, 1932–2015)",Israeli,(Israeli),(male),Screenprint,Walter Bareiss Fund,Print,Drawings & Prints,1975-01-07,https://www.moma.org/collection/works/59805,
Empty Room,Nachume Miller,3987,"(Israeli, 1949–1998)",Israeli,(Israeli),(male),Etching and monotype,Dorothy Braude Edinburg Fund,Print,Drawings & Prints,1981-01-15,https://www.moma.org/collection/works/59842,https://www.moma.org/media/W1siZiIsIjIzMzI3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3179ac054e5b659f
Light Etching,Nachume Miller,3987,"(Israeli, 1949–1998)",Israeli,(Israeli),(male),Drypoint and monotype,Lydia K. and Harry L. Winston Fund,Print,Drawings & Prints,1981-01-15,https://www.moma.org/collection/works/59896,https://www.moma.org/media/W1siZiIsIjIzMzI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b0a0ea86713e2c45
Woods #2,Mati Basis,368,"(Israeli, born 1933)",Israeli,(Israeli),(male),Etching and aquatint,John R. Jakobson Foundation Fund,Print,Drawings & Prints,1977-02-10,https://www.moma.org/collection/works/60429,
Grotesque IV (Groteske IV),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Woodcut with color tempera additions,Gift of Erwin Eliel,Print,Drawings & Prints,1953-01-30,https://www.moma.org/collection/works/60999,https://www.moma.org/media/W1siZiIsIjIyMzkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=023ab68b2112adaa
The Evil (Das Übel),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Woodcut with color tempera additions,Gift of Mrs. L. H. Grunebaum,Print,Drawings & Prints,1953-01-30,https://www.moma.org/collection/works/61015,https://www.moma.org/media/W1siZiIsIjE5NDE3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=11e43fdf7675fd53
Grotesque VIII (Groteske VIII),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Woodcut with color tempera additions,Gift of Paul Herzog,Print,Drawings & Prints,1953-01-30,https://www.moma.org/collection/works/61040,https://www.moma.org/media/W1siZiIsIjIwMzcxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=66f99459ada33aae
(Untitled),David Ben Shaul,461,(Israeli),Israeli,(Israeli),(male),Lithograph,Abby Aldrich Rockefeller Fund,Print,Drawings & Prints,1965-03-09,,
Turkish Jew,Mordechai Avniel,252,(Israeli),Israeli,(Israeli),(male),Woodcut,Purchase,Print,Drawings & Prints,1955-10-10,https://www.moma.org/collection/works/64334,https://www.moma.org/media/W1siZiIsIjI1NTM4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7a8683ebe9a25bce
Untitled,Benni Efrat,1687,(Israeli),Israeli,(Israeli),(male),Monotype on newsprint,Gift of George and Janet Jaffin Foundation,Print,Drawings & Prints,1972-05-08,https://www.moma.org/collection/works/64749,
"Scopes of Blue, Red, Yellow",Benni Efrat,1687,(Israeli),Israeli,(Israeli),(male),Portfolio of six screenprints,Purchase,Print,Drawings & Prints,1974-04-23,https://www.moma.org/collection/works/65125,
Untitled (Street Band),Marcel Janco,2881,"(Israeli, 1895–1984)",Israeli,(Israeli),(male),Linoleum cut with watercolor additions,Gift of Abby Aldrich Rockefeller,Print,Drawings & Prints,1937-12-03,https://www.moma.org/collection/works/65997,https://www.moma.org/media/W1siZiIsIjIxMDk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa850360e092971a
Coordination II,Agam (Yaacov Agam),79,"(Israeli, born 1928)",Israeli,(Israeli),(male),Screenprint,Gift of Dr. Samuel Mandel,Print,Drawings & Prints,1976-01-08,https://www.moma.org/collection/works/68159,https://www.moma.org/media/W1siZiIsIjg1ODIzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=b129d2c0d518a663
Yom Kippur,Zwi Milshtein,3996,"(Israeli, born 1934)",Israeli,(Israeli),(male),Etching,Lester Avnet Fund,Print,Drawings & Prints,1966-11-03,https://www.moma.org/collection/works/70989,https://www.moma.org/media/W1siZiIsIjIxODY1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=70f2a28d102c401f
Head of a Woman,Isidora Aschheim,22,(Israeli),Israeli,(Israeli),(female),Lithograph,Purchase,Print,Drawings & Prints,1954-12-16,https://www.moma.org/collection/works/71132,https://www.moma.org/media/W1siZiIsIjIxNDI3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0fdd34bce460fcb2
Synagogue (Bethaus),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Drypoint,Given anonymously,Print,Drawings & Prints,1942-11-19,https://www.moma.org/collection/works/71232,https://www.moma.org/media/W1siZiIsIjIwMzcxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=73dbf0ba4164d4bc
Head with Landscape (Kopf mit Landschaft),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Drypoint,Given anonymously,Print,Drawings & Prints,1942-11-19,https://www.moma.org/collection/works/71260,https://www.moma.org/media/W1siZiIsIjI0MDUxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=460195ad759c7954
Jew Praying (Betender),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Drypoint,Given anonymously,Print,Drawings & Prints,1942-11-19,https://www.moma.org/collection/works/71273,https://www.moma.org/media/W1siZiIsIjIwMzcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=16aa5f23a55ad884
The Forest,Menashe Kadishman,2961,"(Israeli, 1932–2015)",Israeli,(Israeli),(male),Screenprint,Alva Gimbel Fund,Print,Drawings & Prints,1970-12-15,https://www.moma.org/collection/works/71839,
Untitled,Menashe Kadishman,2961,"(Israeli, 1932–2015)",Israeli,(Israeli),(male),Screenprint,Alva Gimbel Fund,Print,Drawings & Prints,1970-12-15,https://www.moma.org/collection/works/71859,
Jonah Is Spit Out (Jona wird ausgespuckt),Jakob Steinhardt,5633,"(Israeli, 1887–1968)",Israeli,(Israeli),(male),Woodcut with color tempera additions,Purchase,Print,Drawings & Prints,1954-12-16,https://www.moma.org/collection/works/72213,https://www.moma.org/media/W1siZiIsIjIwMzcyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=17e08060b7b83857
Boustrophedon (Ox-Turning),Esti Schur,5278,(Israeli),Israeli,(Israeli),(female),Set of two photolithographs,Gift of George M. Jaffin,Print,Drawings & Prints,1979-12-04,https://www.moma.org/collection/works/75632,
Split Image I,Noemi Smilansky,5477,"(Israeli, born Poland. 1918–2016)",Israeli,(Israeli),(female),Lithograph,"Gift of Kleiner, Bell & Co.",Print,Drawings & Prints,1974-01-10,https://www.moma.org/collection/works/75760,https://www.moma.org/media/W1siZiIsIjQzMDMzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ac452d41ed819670
Split Image II,Noemi Smilansky,5477,"(Israeli, born Poland. 1918–2016)",Israeli,(Israeli),(female),Lithograph,"Gift of Kleiner, Bell & Co.",Print,Drawings & Prints,1974-01-10,https://www.moma.org/collection/works/75764,https://www.moma.org/media/W1siZiIsIjQzMDMzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=08396cf5afa57bd8
Small Figure on Blue,Michael Gross,2365,"(Israeli, 1920–2004)",Israeli,(Israeli),(male),Casein on board,Gift of Mr. and Mrs. George M. Jaffin,Painting,Painting & Sculpture,1965-01-12,https://www.moma.org/collection/works/78327,https://www.moma.org/media/W1siZiIsIjE3Nzc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6009f94eeecb26c9
The Tents of Judea,Mordecai Ardon,211,"(Israeli, born Poland. 1896–1992)",Israeli,(Israeli),(male),Oil and tempera on board,Gift of Miss Belle Kogan,Painting,Painting & Sculpture,1952-03-13,https://www.moma.org/collection/works/78590,https://www.moma.org/media/W1siZiIsIjM3OTE3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b54c6f9887c8cacf
"Double Metamorphosis, II",Agam (Yaacov Agam),79,"(Israeli, born 1928)",Israeli,(Israeli),(male),Oil on corrugated aluminum,Gift of Mr. and Mrs. George M. Jaffin,Painting,Painting & Sculpture,1965-03-09,https://www.moma.org/collection/works/78793,https://www.moma.org/media/W1siZiIsIjMwODg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2a9954fddebc0aaf
Amulet for a Yellow Landscape,Mordecai Ardon,211,"(Israeli, born Poland. 1896–1992)",Israeli,(Israeli),(male),Oil and tempera on canvas,Gift of Mr. and Mrs. George M. Jaffin,Painting,Painting & Sculpture,1967-04-11,https://www.moma.org/collection/works/79042,https://www.moma.org/media/W1siZiIsIjM3OTE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=15efd41008e074a9
Color and Monochrome - Line and Structure,Agam (Yaacov Agam),79,"(Israeli, born 1928)",Israeli,(Israeli),(male),Synthetic polymer paint on metal with lacquer-finish wood frame,Gift of Janet and George M. Jaffin,Painting,Painting & Sculpture,1987-05-18,https://www.moma.org/collection/works/79076,https://www.moma.org/media/W1siZiIsIjE2OTk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ddb883e0ad26d0e6
Flute Player,Reuven Rubin,5070,"(Israeli, born Romania. 1893–1974)",Israeli,(Israeli),(male),Oil on canvas,Gift of Mrs. Felix M. Warburg,Painting,Painting & Sculpture,1940-05-28,https://www.moma.org/collection/works/79276,https://www.moma.org/media/W1siZiIsIjE3MjE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=10c4cf7c0413d63a
"Poetry of Canaan, I",Moshe Elazar Castel,1023,"(Israeli, 1909–1992)",Israeli,(Israeli),(male),Mixed mediums on canvas,Gift of Mr. and Mrs. David Kluger,Painting,Painting & Sculpture,1965-12-30,https://www.moma.org/collection/works/80474,https://www.moma.org/media/W1siZiIsIjQyODY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7bb0d02fd7bdd124
"High Night, II",Ezra Orion,4422,"(Israeli, 1934–2015)",Israeli,(Israeli),(male),Iron,Gift of Mr. and Mrs. George M. Jaffin,Sculpture,Painting & Sculpture,1965-01-12,https://www.moma.org/collection/works/80781,
The Black Paintings,Izhar Patkin,4519,"(Israeli, born 1955)",Israeli,(Israeli),(male),"Ink and vinyl paint on neoprene, twenty-two panels",Gift of Stephen and Marsha Berini,Installation,Painting & Sculpture,1987-10-13,https://www.moma.org/collection/works/81280,https://www.moma.org/media/W1siZiIsIjIyOTE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f57e3847b8609fee
Segments,Menashe Kadishman,2961,"(Israeli, 1932–2015)",Israeli,(Israeli),(male),"Painted aluminum on glass sheet, in five sections",Gift of Mr. and Mrs. George M. Jaffin,Sculpture,Painting & Sculpture,1970-11-10,https://www.moma.org/collection/works/81526,
Eran and the Computer,Elinor Carucci,24859,"(Israeli, born 1971)",Israeli,(Israeli),(female),Chromogenic print,Gift of W. M. Hunt/Dancing Bear,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/85994,https://www.moma.org/media/W1siZiIsIjMwMzYyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ba9450a0c2a94f5d
Revlon,Elinor Carucci,24859,"(Israeli, born 1971)",Israeli,(Israeli),(female),Chromogenic print,"Gift of the artist in honor of her husband, Eran Benheim",Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86019,https://www.moma.org/media/W1siZiIsIjMwMzYyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0f8a7ff1aad5db63
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86048,https://www.moma.org/media/W1siZiIsIjI0MDA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5df2537e7771adb9
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86049,https://www.moma.org/media/W1siZiIsIjI0MDA3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1c9632a4c0272d03
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86050,https://www.moma.org/media/W1siZiIsIjI0MDYzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6fb2347d353008c2
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86051,https://www.moma.org/media/W1siZiIsIjI0MDA3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=19080c88ff4c2880
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86052,https://www.moma.org/media/W1siZiIsIjI0MDA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3ab8c0e3829b5ff0
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86053,https://www.moma.org/media/W1siZiIsIjI0MDY0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=06e1bfa74c1cbc99
Outside,Michal Rovner,7038,"(Israeli, born 1957)",Israeli,(Israeli),(female),Chromogenic print,Gift of Susan and Peter MacGill,Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86054,https://www.moma.org/media/W1siZiIsIjI0MDY0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6f966dd58ced60f0
Headscarf,"Galya Rosenfeld, Bezalel Academy of Art and Design","28105, 28519","(Israeli, born USA 1977) (Israel, est. 1906)",Israeli,(Israeli) (Israeli),(female) (),Stainless steel,"Michael Maharam Purchase Fund and partial gift of Ted Jacob Engineering Group, Inc.",Design,Architecture & Design,2006-02-09,https://www.moma.org/collection/works/94580,https://www.moma.org/media/W1siZiIsIjIzNDk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=51fe0e4db75b0bbc
Untitled (I came here to make...),"Muntean/Rosenblum, Markus Muntean, Adi Rosenblum","28871, 30073, 30074","(Austrian, born 1962) (Israeli, born 1962)",Israeli,() (Austrian) (Israeli),() (male) (female),Pencil and cut-and-pasted printed paper on paper,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Drawing,Drawings & Prints,2005-05-10,https://www.moma.org/collection/works/96774,https://www.moma.org/media/W1siZiIsIjEzMzk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6131dfdf2f63cb24
Untitled (Everybody is a star...),"Muntean/Rosenblum, Adi Rosenblum, Markus Muntean","28871, 30074, 30073","(Israeli, born 1962) (Austrian, born 1962)",Israeli,() (Israeli) (Austrian),() (female) (male),Pencil and cut-and-pasted printed paper on paper,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Drawing,Drawings & Prints,2005-05-10,https://www.moma.org/collection/works/96775,https://www.moma.org/media/W1siZiIsIjEzMzk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=430c28c504a592f4
Untitled (What's in the world...),"Muntean/Rosenblum, Markus Muntean, Adi Rosenblum","28871, 30073, 30074","(Austrian, born 1962) (Israeli, born 1962)",Israeli,() (Austrian) (Israeli),() (male) (female),Cut-and-pasted printed paper on paper,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Drawing,Drawings & Prints,2005-05-10,https://www.moma.org/collection/works/96778,https://www.moma.org/media/W1siZiIsIjEzODYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e233206162e37528
Markus's Story,Yehudit Sasportas,28789,"(Israeli, born 1969)",Israeli,(Israeli),(female),Ink and felt-tip pen on paper,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Drawing,Drawings & Prints,2005-05-10,https://www.moma.org/collection/works/97281,https://www.moma.org/media/W1siZiIsIjEzNTcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=01ae443229e87ded
Flood,Barry Frydlender,28048,"(Israeli, born 1954)",Israeli,(Israeli),(male),Chromogenic print,Acquired through the generosity of Harriette Levine,Photograph,Photography,2005-01-12,https://www.moma.org/collection/works/98248,https://www.moma.org/media/W1siZiIsIjExMDk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e7b58fd1c735fcc2
Mary's Cherries,Mika Rottenberg,28956,"(Israeli, born 1976)",Israeli,(Israeli),(female),"Video (color, sound; 5:50 min.) and digital C-prints",Fund for the Twenty-First Century,Installation,Media and Performance,2004-12-13,https://www.moma.org/collection/works/98686,https://www.moma.org/media/W1siZiIsIjEwNzYyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=89fcd121b50af82a
Tropical Breeze,Mika Rottenberg,28956,"(Israeli, born 1976)",Israeli,(Israeli),(female),"Video (color, sound), wood container, cardboard boxes, projector and tissues. 3:20 min.",Fund for the Twenty-First Century,Installation,Painting & Sculpture,2005-12-12,https://www.moma.org/collection/works/100119,https://www.moma.org/media/W1siZiIsIjEwMDcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=27ba77bff4a03452
Jacob El Hanani,Jacob El Hanani,1710,"(Israeli, born 1947)",Israeli,(Israeli),(male),Ink on paper,Gift of Edward R. Broida,Drawing,Drawings & Prints,2005-10-11,https://www.moma.org/collection/works/100238,https://www.moma.org/media/W1siZiIsIjk4MTUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=1cdb5548822748a7
Topography,Jacob El Hanani,1710,"(Israeli, born 1947)",Israeli,(Israeli),(male),Ink on paper,Gift of Edward R. Broida,Drawing,Drawings & Prints,2005-10-11,https://www.moma.org/collection/works/100239,https://www.moma.org/media/W1siZiIsIjI3OTA1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9373f461be67697b
The Village,Yaron Leshem,30202,"(Israeli, born 1972)",Israeli,(Israeli),(male),Chromogenic print,E.T. Harmax Foundation Fund,Photograph,Photography,2006-01-11,https://www.moma.org/collection/works/101817,https://www.moma.org/media/W1siZiIsIjEwMTI3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=43cc7bcd9c10f95b
PROPAGANDA TM from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Michael Blum,30867,"(Israeli, born 1966)",Israeli,(Israeli),(male),"Lithograph, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
Untitled from the Museum in Progress project The Message as Medium,Clegg and Guttmann,30882,"(Irish and Israeli, born 1957)",Israeli,(Irish),(male),"Lithograph, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
